0	0	0.14	0.16	0.16	0.7142857142857143	0.0	
0	60	0.14	0.16	0.16	0.7142857142857143	0.0	
0	120	0.14	0.16	0.18	0.3157894736842105	0.0	
0	180	0.14	0.16	0.2	0.2916666666666667	0.2857142857142857	
0	240	0.14	0.14	0.16	0.26	0.16666666666666666	
0	300	0.14	0.14	0.2	0.24	0.14	
0	360	0.14	0.16	0.18	0.18	0.14	
0	420	0.14	0.16	0.18	0.18	0.14	
0	480	0.14	0.16	0.18	0.18	0.14	
60	0	0.14	0.16	0.16	0.7142857142857143	0.0	
60	60	0.14	0.16	0.16	0.7142857142857143	0.0	
60	120	0.14	0.16	0.18	0.3157894736842105	0.0	
60	180	0.14	0.16	0.2	0.2916666666666667	0.2857142857142857	
60	240	0.14	0.14	0.16	0.26	0.16666666666666666	
60	300	0.14	0.14	0.2	0.24	0.14	
60	360	0.14	0.16	0.18	0.18	0.14	
60	420	0.14	0.16	0.18	0.18	0.14	
60	480	0.14	0.16	0.18	0.18	0.14	
120	0	0.14	0.14	0.16	0.2413793103448276	0.0	
120	60	0.14	0.14	0.16	0.2413793103448276	0.0	
120	120	0.14	0.16	0.18	0.16326530612244897	0.625	
120	180	0.14	0.16	0.2	0.38	0.34	
120	240	0.14	0.18	0.18	0.38	0.5	
120	300	0.14	0.16	0.18	0.3	0.16	
120	360	0.14	0.16	0.18	0.24	0.16	
120	420	0.14	0.16	0.18	0.24	0.16	
120	480	0.14	0.16	0.18	0.24	0.16	
180	0	0.14	0.14	0.16	0.16	0.3333333333333333	
180	60	0.14	0.14	0.16	0.16	0.3333333333333333	
180	120	0.14	0.16	0.18	0.16	0.23076923076923078	
180	180	0.14	0.16	0.16	0.34	0.54	
180	240	0.14	0.16	0.2	0.32	0.88	
180	300	0.14	0.18	0.18	0.3	0.3	
180	360	0.14	0.14	0.2	0.22	0.16	
180	420	0.14	0.14	0.2	0.22	0.16	
180	480	0.14	0.14	0.2	0.22	0.16	
240	0	0.14	0.16	0.18	0.16	0.16	
240	60	0.14	0.16	0.18	0.16	0.16	
240	120	0.14	0.16	0.18	0.18	0.16	
240	180	0.14	0.16	0.16	0.22	0.18	
240	240	0.14	0.14	0.16	0.24	0.64	
240	300	0.14	0.16	0.24	0.2	0.3	
240	360	0.14	0.14	0.16	0.16	0.14	
240	420	0.14	0.14	0.16	0.16	0.14	
240	480	0.14	0.14	0.16	0.16	0.14	
300	0	0.14	0.14	0.18	0.18	0.18	
300	60	0.14	0.14	0.18	0.18	0.18	
300	120	0.14	0.2	0.16	0.16	0.14	
300	180	0.14	0.16	0.2	0.16	0.16	
300	240	0.14	0.16	0.14	0.16	0.16	
300	300	0.14	0.16	0.18	0.14	0.16	
300	360	0.14	0.18	0.16	0.16	0.16	
300	420	0.14	0.18	0.16	0.16	0.16	
300	480	0.14	0.18	0.16	0.16	0.16	
360	0	0.14	0.14	0.14	0.14	0.25925925925925924	
360	60	0.14	0.14	0.14	0.14	0.25925925925925924	
360	120	0.14	0.14	0.18	0.14	0.1794871794871795	
360	180	0.14	0.14	0.14	0.16	0.16	
360	240	0.14	0.14	0.16	0.14	0.16	
360	300	0.14	0.18	0.14	0.14	0.14	
360	360	0.14	0.14	0.14	0.16	0.16	
360	420	0.14	0.14	0.14	0.16	0.16	
360	480	0.14	0.14	0.14	0.16	0.16	
